,owner,company,address,type,capacity_MW,approval_date,prep_time,note
2150,이정수,대관령풍력,"강원도  평창군  용평면  노동리  산1-5,  산1-30도",풍력,2.3,2021-03-29,2023-11-30,용량변경
2151,이근태,탑그린에너지,,신재생【생활․산업  등  폐기물(비성형SRF  포함)】,29.9,2021-03-30,2021-09-30,사업준비기간연장
2152,이상득,지앤디파워,"강원도  삼척시  하장면  어리  산119,  산120,  산137, 산138,  산139,  산142,  대전리  산26,    산31-1,  산34, 판문리  산120,  산147-2,  산158  일원",풍력,30.4,2021-04-06,2021-12-31,지번추가
2153,이종조,레나인터내셔널에너지,전북  완주군  봉동읍  장구리  583-13  (완주테크노밸리  일반산업단지),연료전지(NG),10.0,2021-04-09,2023-04-30,사업준비기간  연장
2154,안동희,새만금희망태양광,전북  군산시  오식도동  앞 공유수면  매립지(1구역),태양광,90.0,2021-04-09,2022-03-31,대표자변경
2155,이상업,씨에스에너지,강원도  삼척시  하장면  번천리  산57-2,풍력,26.4,2021-04-09,2023-04-30,사업준비기간  연장
2156,이상업,씨에스에너지,강원도  홍천군  내촌면  와야리  산12-1번지,풍력,37.8,2021-04-09,2022-12-31,본점소재지변경
2157,변상현,청주에코파크,충북  청주시  흥덕구  송정로  1-58(SK케미칼  청주공장    내),연료전지(LNG),19.8,2020-12-18,2022-04-30,사업준비기간연장
2158,김권성,태안안면클린에너지,충남태안군안면읍중장리57-20외198필지,태양광,330.0,2021-03-18,2023-05-31,사업준비기간연장
2159,임병용,지에스건설,전남  여수시  율촌면  신풍리  13-56외  전면  애양원 공유수면,신재생(수상  태양광),34.0,2021-04-02,2024-04-30,사업준비기간연장
2160,옥인환,삼척블루파워,강원도  삼척시  적노동  일원,석탄화력(ST),2100.0,2021-04-20,2024-04-30,사업준비기간연장
2161,박근범,엘아이케이파워,강원도  강릉시  옥계면  산계리  8번지(라파즈한라시멘트  공장부지  내),"기 력 발 전(화석연료, 폐 기 물 에너지, 바이 오 매 스 등)",27.0,2021-04-20,2021-06-30 사업준비기간  연장,
2162,김한욱,대명지이씨,전남  영광군  염산면  봉남리  1100-5번지  전면  방조제부터  설도항까지  이르는 염산  방조제  앞  공유수면부,풍력,38.4,2021-04-20,2023-04-30,사업준비기간  연장
2163,최용선,글로벌윈드에너지,"강원도  양구군  해안면  만대리,  월산리,  이현리,  후리 일원,  인제군  서화면,  가전리,  심적리  일원",풍력,126.0,2021-04-20,2023-04-30,사업준비기간연장
2164,김무영,구미연료전지발전,경북  구미시  시미동  168번지,연료전지(NG),20.0,2021-04-20,2023-06-30,사업준비기간연장
2165,강욱호,경주산업단지풍력발전,"경북  경주시  강동면  왕신리  산46-4,  산46-2,   산45-3,  산42-2번지",풍력,7.05,2021-04-27,2021-12-31,경주  호림풍력으로  일부양도
2166,윤장혁,호림풍력발전,경북  경주시  강동면  왕신리  산47-1,풍력,4.0,2021-04-27,2021-12-31,경주  강동풍력  발전사업으로부터  일부  양수(`21.4.27)
2167,박일준,한국동서발전,"전남  여수시  월내동  280, 1393",LNG,1000.0,2021-04-27,2029-12-31,
2168,김병숙,한국서부발전 전남  여수시  묘도동  2016,,LNG,500.0,2021-04-27,2028-12-31,
2169,이현동 ,한국수소발전 경남  하동군  금남면  대송 ,산업단지  B-05,연료전지 ,39.6 nan,2021-04-27 ,2024-01-31 ,
2170,정헌섭,영일신재생에너지,"경북  포항시  남구  오천읍 갈평리  산272번지,  진전리 산127번지  일원",풍력,90.0,2021-04-27,2024-12-31,
2171,김재종,흥진풍력발전,"강원도  삼척시  도계읍  점리  산182-1,  흥전리  산92-1,  전두리  산67번지  일원",풍력,45.0,2021-04-27,2026-08-31,
2172,이진우,경주강동풍력발전,"경북  경주시  강동면  다산리  산9,  산14,  산15,  산17번지",풍력,21.0,2021-04-27,2024-08-31,"용량변경,지번추가"
2173,윤장혁,호림풍력발전,경북  경주시  강동면  왕신리  산47-1,풍력,4.0,2021-04-27,2021-12-31,일부양수
2174,"김장수, 김흥식",동성,"강원도  평창군  진부면  상월오개리  산97-1,  하진부리  산229-1,  용평면  속사리  산1-1",풍력,19.0,2021-04-27,2022-12-31,평창  속사풍력으로  일부양도에  따른  용량  및  부지변경
2175,이상득,지앤디파워,"강원도  평창군  진부면  상월오개리  산97-1,용평면 속사리    산188,  이목정리 산30",풍력,19.0,2021-04-27,2024-02-29,평창  거문풍력  발전사업으로부터  일부  양수
2176,,삼수풍력발전 ,강원도  태백시  창죽동  산 1-172번지,풍력 ,21.0 nan,2021-04-27 ,2021-06-30 ,주식취득인가 
2177,양병선,함안그린에너지,경남  함안군  가야읍  사내리  1254(사내일반산업단지 내),연료전지,19.8,2021-04-27,2023-04-30,
2178,정성욱,강진에너지,전남  강진군  신전면  용화리  129-3  등  (25필지),연료전지,96.8,2021-04-27,2024-01-31,
2179,이종조,삼양마에너지,"전북  군산시  옥구읍  어은리  1550,1551,1552",연료전지,19.8,2021-04-27,2023-08-31,용량변경
2180,함  스테판  윤성,에스케이디앤디,충북  충주시  대소원면  영평리  744,연 료 전 지(LNG),39.9,2021-04-27,2022-12-31,용량변경
2181,윤미란,제이에스파워,강원도  삼척시  도계읍  한내리  산55번지,풍력,60.0,2021-05-03,2023-04-30,"사업준비기간연장,사업명변경(태백  덕항산풍력에서)"
2182,,비에스에너지,"강원도  삼척시  도계읍  상덕리  산1-2번지,  황조리 산159번지,  신리  산138번지  일원",풍력,70.0,2021-05-03,2023-05-31,사업준비기간연장
2183,윤의순,문도풍력,전남  여수시  거문도  동측 20km  공유수면(문섬인근),풍력(해상),400.0,2021-05-07,2026-12-31,
2184,박상무,씨스포빌,강원도  정선군  임계면  임계리  산8번지  일원,풍력,30.0,2021-05-07,2023-06-30,사업준비기간연장
2185,박정학 ,명성파워그린 강원도  삼척시  가곡면  오 ,목리  산21번지,풍력 ,39.0 nan,2021-05-07 ,2023-06-30 ,사업준비기간연장 
2186,변상현,울진풍력,"경북  울진군  기성면,  원남면  현종산  일원",풍력,53.4,2021-05-07,2019-06-30,본점소재지변경
2187,최재서,양양풍력발전,"강원도  양양군  현남면  하월천리  산1-1번지,  상월천리  산1-1번지,  현북면  어성전리  산2번지  일원",풍력,40.0,2021-05-07,2022-11-30,대표자변경
2188,사장,한수원,경북  울진군  북면  울진북로  2040,원자력,2800.0,2021-05-07,2022-05-31 사업준비기간  연장,
2189,금미숙,동양그린에너지,경기도  양주시  남면  삼일로485번길  67-22,고현연료(SRF),5.5,2021-05-12,2023-11-30,
2190,서경순,청송에너지,충북  단양군  영춘면  장발리  산134-1번지  일원,풍력,45.6,2021-05-13,2023-05-31,사업준비기간연장
2191,심재원,인코테크,강원도  강릉시  강동면  모전리  253  및  254-1~2번지,바이오매스소각열,9.9,2021-05-17,2022-06-30 사업준비기간연장,
2192,임윤철,상주에너지,경북  상주시  청리면  마공리  1241,연료전지(NG),49.8,2021-05-17,2022-12-31,사업준비기간연장
2193,최동호,더윈에너지,"강원도  영월군  상동읍  천평리  168,  169,  169-3, 169-4,  170,  170-3,  171번지",연료전지(LNG),25.0,2021-05-17,2021-12-31,대표자변경
2194,김영문 ,"한국동서발전 전남  여수시  월내동  280, ",1393,LNG ,1000.0 ,2021-05-18 ,2029-12-31 ,대표자변경 
2195,윤정택,티에스에너지3호,"경북  봉화군  명호면  관창리  산60-2,  산60-3,  산166, 산170,  산175-4,  산186,  산198",풍력,84,2021-05-18,2023-12-31,
2196,윤장혁,호림풍력발전,경북  경주시  강동면  왕신리  산47-1,풍력,4.2,2021-05-31,2021-12-31,용량변경
2197,김연호,라온에너지,광주  광산구  연산동  평동3차  일반산업단지  산업  7-7블록,연료전지,14,2021-05-31,2022-11-30,
2198,위재성,더블유에너지,충남  당진시  송악읍  금곡리  322-9  포함  6필지,연료전지(LNG),19.8,2021-05-31,2023-01-31,
2199,박찬용,울산수소발전,울산  울주군  온산읍  방도리  583,연료전지(부생수소),20,2021-05-31,2023-02-28,
2200,이철웅,하이창원퓨얼셀,경남  창원시  성산구  귀곡동  558,연료전지(LNG),100.32,2021-05-31,2024-12-31,
2201,박형덕,한국서부발전,경기  안산시  단원구  첨단로  670,연료전지(LNG),20.24,2021-05-31,2023-06-30,
2202,이문석,SK케미칼,울산시  남구  황성동  처용로  718  일원,LNG/LPG,290,2021-05-31,2024-06-30,
2203,"안재현,임영문 ",에스케이건설 ,"울산시북구정자항앞공유수면 (A.35.64746502,129.4719094B.35.63424621,129.5507686C.35.60741468,129.5505846D.35.60774963,129.4716405)",풍력 ,136 nan,2021-05-31 ,2024-12-31 ,"설치장소  변경,사업준비기간연장 "
2204,이규환,강원풍력발전,"강원도  평창군  대관령면 횡계리  산1-3,  산1-134번지  일원",풍력,156.2,2021-05-31,2026-12-31,용량변경
2205,김자영,압해풍력발전소,전남  신안군  압해면  가룡리  공유수면,풍력,40.0,2021-05-31,2024-06-30,"용량변경,공급전압변경,사업준비기간연장"
2206,이정섭,일출에너지,경북  영덕군  달산면  매일리  산131번지  일원,풍력,93.15,2021-05-31,2023-03-31,주식취득인가
2207,임세빈,동춘천그린에너지,강원도  춘천시  동산면  봉명리  1099(동춘천  일반산업단지  내),연료전지(LNG),105.6,2021-05-31,2024-03-31,주식취득인가
2208,김양곤,고성평화풍력,"강원도  고성군  현내면  철통리  산86,  산78,  산학리 산55,  산55-2,  산59",풍력,38.4,2021-06-03,2022-12-31,부지변경
2209,이상득 ,그린에너지발전 ,강원도  태백시  창죽동 9-167외  8필지  화전동 143-26외  1필지,풍력 ,37.4 nan,2021-03-29 ,2022-09-30 ,사업준비기간연장 
2210,류상훈,율촌청정에너지,전남  광양시  광양읍  세풍리  2200,신재생(연료전지 등),110.4,2021-04-06,2025-06-30,사업준비기간연장
2211,김병숙,한국서부발전,충남  태안군  안면읍  중장리  2080-1번지  일원,태양광,22.0,2021-04-29,2023-06-30,사업준비기간연장
2212,김낙서,소룡연료전지,전북  군산시  소룡동  1648,연료전지,5.28,2021-06-01,2023-06-30,사업준비기간연장
2213,차태병,전남해상풍력,"전남신안군자은도북동쪽공유 수 면 해 상 ( ① 위도 : 3 4 ° 5 8 ' 5 7 . 0 0 "" / 경도 : 1 2 5 ° 5 5 ' 3 0 . 0 0 "" ② 위도 : 3 4 ° 5 8 ' 5 7 . 0 0 "" / 경도:125°59'00.00""                ③ 위도: 3 4 ° 5 7 ' 2 0 . 0 0 "" / 경 도 :     ④ 125°55'30.00"" 위도: 3 4 ° 5 7 ' 2 0 . 0 0 "" / 경 도 : 125°59'00.00"")",신재생(해상풍력),96.0,2021-06-03,2023-06-30,사업준비기간연장
2214,조희송,군산엑스연료전지1호,"전북  군산시  산북동  1980, 1980-1",연료전지(LNG),19.8,2021-06-09,2023-06-30,사업준비기간연장
2215,이영우,수원뉴파워,경기도  수원시  영통구  영통로  383,폐기물소각열(증기),7.0,2021-06-15,2022-03-31,사업준비기간연장
2216,이동진,삼해개발,전남여수시삼산면평도및광도인근공유수면(P1(1호기)34°21′10.1736〃127°35′16.1088〃P2(4호기)34°21′11.6532〃127°38′12.4188〃P3(33호기)34°18′31.1472〃127°39′54.774〃P4(51호기)34°16′32.8764〃127°29′35.4156〃P5(64호기)34°15′55.1952〃127°36′13.6584〃P6(73호기)34°13′57.4068〃127°30′4.1364〃P7(77호기)34°13′56.7048〃127°33′47.5992〃),풍력,808.5,2021-06-18,2026-10-31,"사업준비기간연장,용량변경,사업구역변경"
2217,이상득 ,지앤디파워 ,"강원도  삼척시  하장면  어리  산119,  산137,  산138, 산139,  산142,  대전리  산26,  산31-1,    산34,  판문리 산120,  산147-2,  산158  일원",풍력 ,30.4 nan,2021-06-22 ,2021-12-31 ,지번제척 
2218,이상득,지앤이에너지,강원도  영월군  상동읍  덕구리  산10-14일원,풍력,30.4,2021-06-25,2023-06-30,사업준비기간연장
2219,허화도,육백산풍력발전,강원도  삼척시  도계읍  황조리  산159임  일원,풍력,30.0,2021-06-25,2023-06-30,사업준비기간연장
2220,함스테판윤성,에스케이디앤디,경북  의성군  옥산면  감계리  산27번지(황학산)일원,신재생(풍력),72.0,2021-06-25,2023-07-31,사업준비기간연장
2221,최민우,안동풍력발전,경북  안동시  길안면  백자리  산97번지  일원,풍력,18.4,2021-06-25,2023-06-30,사업준비기간연장
2222,김재종,웅진풍력발전,강원도  정선군  사북읍  사북리  산160-3번지  일원,풍력,60.0,2021-06-25,2023-06-30,사업준비기간연장
2223,윤영준 ,현대건설 ,"경남통영시욕지면동항리좌사리도일원공유수면(34˚33´25.54˝N,128˚17´15.49˝E       34˚34´43.73˝N,  128˚21´43.04˝E          34˚34´47.07˝N,  128˚17´41.28˝E       34˚35´  0.39˝N,  128˚20´27.20˝E          34˚35´46.93˝N,  128˚18´53.11˝E 34˚32´53.23˝N,  128˚19´46.38˝E            34˚35´47.98˝N,  128˚22´  7.88˝E       34˚33´23.04˝N,  128˚17´53.24˝E        34˚34´13.94˝N,  128˚23´39.21˝E        34˚32´  0.57˝N,  128˚18´11.05˝E       34˚32´13.77˝N,  128˚23´26.83˝E        34˚30´48.93˝N,  128˚21´17.82˝E          34˚32´45.00˝N,  128˚21´  4.90˝E       34˚31´21.81˝N,  128˚18´26.29˝E)",풍력 ,224.0 nan,2021-06-29 ,2025-04-30 ,nan
2224,이용걸 ,임자해상풍력 ,"전남  신안군  임자면(임자도)  남서측  해상  일원(35°03'13.18"" 125°55'23.18""   35°02'20.79"" 125°54'57.97"" 35°01'36.95"" 125°54'54.42""   35°00'53.25"" 125°55'05.60"" 35°00'03.22""  125° 55'40.79""    35°00'05.17"" 125°59'28.53"" 35°02'13.59"" 125°58'26.07""   35°03'14.23"" 125°57'22.96"")",풍력 ,200.0 nan,2021-06-29 ,2025-05-31 ,nan nan
2225,이상득,지앤이윈드파워,강원도  삼척시  원덕읍  산양리  산1,풍력,40.0,2021-06-29,2024-06-30,
2226,김영신,한국신림풍력발전,경북  울진군  울진읍  신림리  산234-1번지  일원,풍력,36.0,2021-06-29,2025-05-31,
2227,최동호,더윈에너지,"경북  포항시  남구  장기면 산서리  산255번지,  경주시 양북면  권이리  산2,  3번지 일원",풍력,60.0,2021-06-29,2024-06-30,
2228,김영문,한국동서발전,울산광역시  남구  용잠로 623,LNG,1000.0,2021-06-29,2030-09-30,
2229,김호빈 ,한국중부발전 ,충남  보령시  오천면  오천 해안로  89-37  보령발전본부  내,LNG ,500.0 nan,2021-06-29 ,2025-12-31 ,nan 
2230,"한승수,황의정",다도오션윈드팜,"전남  여수시  삼산면  초도리  일원  공유수면(34°10'38.34""N 127°14'47.51""E 34°10'26.02""N 127°17'3.03""E 34°11'58.32""N 127°18'41.21""E 34°14'18.59""N 127°17'57.58""E 34°14'0.33""N 127°16'57.96""E 34°12'14.75""N 127°17'2.39""E 34°11'26.07""N 127°16'7.17""E)",풍력,256.0,2021-06-29,2029-10-31,
2231,박기원,한백풍력발전,"강원도  태백시  통동  산69, 황지동  산173-1",풍력,40.0,2021-06-29,2022-12-31,용량변경
2232,"107 김장수, 김흥식",동성 ,"강원도  평창군  진부면  상 월오개리  산97-1,  하진부리  산229-1,  용평면  속사리  산1-1",풍력 ,40.0 nan,2021-06-29 ,2022-12-31 ,용량변경 
2233,이상득,지앤디파워,"강원도  평창군  진부면  상월오개리  산97-1,용평면 속사리    산188,  이목정리 산30",풍력,40.0,2021-06-29,2024-02-29,용량변경
2234,정세호,서하에너지,"강원도  삼척시  도계읍  상덕리  산1,  구사리  산51,  산26,  심포리  산113-1번지 일원",풍력,39.6,2021-06-29,2022-12-31,공급전압변경
2235,신양우,아이티파워나주연료전지발전소,전남  나주시  동수동 405-5(나주혁신산단  부지 내),신재생(연료전지),19.96,2021-06-29,2022-02-28,공급전압변경
2236,김동석,아이티에너지,전남  장흥군  장흥읍  삼산리  749-1번지  일원,연료전지,39.9,2021-06-29,2023-12-31,"사업준비기간연장,용량변경"
2237,김문원,엔이티,충북  청주시  흥덕구  옥산면  호죽리  907외908,SRF(비성형 고형연료제품),8.0,2021-07-01,2026-06-30,"사업준비기간연장,대표자변경"
2238,김영문 ,한국동서발전 충남  서산시  대산읍  화곡 ,"리  1843,  운산리  2423,   2615번지  일원",태양광 ,79.99 4.0,2021-06-03 ,2024-07-31 ,사업준비기간연장 
2239,김인식,한국농어촌공사,"충남  서산시  대산읍  운산리  2423,  2615번지  일원",태양광,20.0,2021-06-03,2024-07-31,사업준비기간연장
2240,,디에스그린에너지,충남  청양군  화성면  금계동길  31,바이오 SRF,6.0,2021-06-08,2022-06-24,사업준비기간연장
2241,사장,한국서부발전,"경기도  화성시  남양읍  북양리  산51번지,  53번지",신재생(연료전지),19.8,2021-06-09,2023-06-30,사업준비기간연장
2242,사장,한국남동발전,"전남  고흥군  두원면  학곡리  1618번지  일원(720,000㎡)",수상태양광,60.0,2021-06-22,2022-08-31,사업준비기간연장
2243,김인식,한국농어촌공사,전남  고흥군  두원면  학곡리  1618번지  일원,태양광,20.0,2021-06-24,2022-08-31,사업준비기간연장
2244,정상욱,그린아이씨티,전남  나주시  평산동  318번지외  26필지,태양광,10.0,2021-07-05,2023-09-30,사업준비기간연장※  동건은  용량이  감소하여  지자체  허가관리사항으로  변경됨(2022년)
2245,이상득,지앤이에너지,"경북  봉화군  춘양면  우구치리  산1-70,  산1-19",풍력,40.0,2021-07-08,2024-12-31,
2246,이상득,지앤이윈드파워,"강원도  삼척시  근덕면  매원리  산75,  산82,  산184, 산288",풍력,40.0,2021-07-08,2024-06-30,
2247,우종인,비에이치아이,경남  함안군  군북면  장지리  1407,신재생(목질계 바이오매스),20.0,2021-07-15,2023-07-31,사업준비기간연장
2248,서기섭,도음산풍력발전,경북  포항시  북구  신광면 냉수리  산63번지  일원,풍력,19.2,2021-07-19,2018-12-31,대표자변경
2249,김창민,동해그린풍력,경북  포항시  남구  호미곶면  대보리  산129-1  일원,풍력,42.0,2021-07-19,2021-12-31,대표자변경
2250,김정석,고성풍력발전,강원도  고성군  간성읍  흘리  일원,신재생(풍력),100.0,2021-07-19,2022-12-31,대표자변경
2251,천동호,건의풍력발전,"강원도  삼척시  도계읍  점리  산47,  산44-2,  늑구리 산242",풍력,14.4,2021-07-19,2027-02-28,대표자변경
2252,천동호,구사풍력발전,강원도  삼척시  도계읍  구사리  산53  일원,풍력,19.2,2021-07-19,2023-03-31,대표자변경
2253,천동호,백구풍력발전,"강원도  삼척시  도계읍  늑구리  산19-1,  산10-1",풍력,24.0,2021-07-19,2022-09-30,대표자변경
2254,,고성평화풍력,"강원도  고성군  현내면  철통리  산86,  산78,  산학리 산55,  산55-2,  산59",풍력,38.4,2021-07-19,2022-12-31,대표자변경
2255,천동호,메카그린에너지,강원도  태백시  통동  산67-1  일원,풍력,19.2,2021-07-19,2023-03-31,대표자변경
2256,,지앤디파워,"강원도  삼척시  하장면  어리  산137,  산138,  산139, 산142,  대전리  산26,  산31-1,  산34,    판문리  산120,  산147-2,  산158  일원",풍력,30.4,2021-07-19,2021-12-31,지번제척
2257,정준걸,백연그린에너지,대구시  달서구  대천동 1011-1,연료전지,11.2,2021-07-20,2011-10-31,경매  등에  따른  발전사업의  승계(`21.7.20)
2258,,제이와이에코윈드,강원도  영월군  상동읍  구래리  산1-35번지  일원,풍력,37.2,2021-07-22,2023-12-31,사업준비기간연장
2259,김경수,지케이윈드,경북  영천시  임고면  수성리  산11-1번지  일원,풍력,39.0,2021-07-22,2023-08-31,사업준비기간연장
2260,박요셉,청도브리즈,경북  청도군  금천면  소천리  산100-1  일원,신재생(풍력),10.8,2021-07-22,2023-08-31,사업준비기간연장
2261,정의현,영암삼호풍력발전,전남  영암군  미암면  호포리  1246번지  외  11필지,풍력,39.6,2021-07-22,2023-07-31,사업준비기간연장
2262,박상일,곡성그린풍력발전,"전남  곡성군  오곡면  침곡리  산39,  송정리  산96  일원",신재생(풍력),42.0,2021-07-22,2023-07-31,사업준비기간연장
2263,"최우진,신정원",귀신고래해상풍력발전2호(,울산  동측  60km  앞  공유수면,풍력(해상),504.0,2021-07-27,2025-05-31,
2264,박형덕,한국서부발전,경기  화성시  향남읍  방축리  467,연료전지,9.68,2021-07-27,2023-06-30,
2265,정우성,용인연료전지냉난방,"경기  용인시  처인구  남동 524-5,  530-1",연료전지,39.6,2021-07-27,2024-01-31,
2266,박재권,파스템그린에너지,경기  이천시  설성면  자석리  135,연료전지,9.3,2021-07-27,2023-01-31,
2267,이상득,지앤이윈드파워,강원  영월군  북면  마차리 산1-1,풍력,36.0,2021-07-27,2024-06-30,
2268,서종현,대명에너지,"강원도  고성군  현내면  마달리  산3번지,  산5번지,  철통리  산63번지  일원",풍력,20.9,2021-07-27,2025-06-30,
2269,박관숙,고성하이드로솔루션,"강원도  고성군  간성읍  교동리  산2,  산3",연료전지,30.0,2021-07-27,2022-06-30,
2270,양원돈,경남큐에스에프,경남  하동군  금남면  대송리  대송산업단지  A9-2,연료전지,19.8,2021-07-27,2022-12-31,
2271,고진옥,유진연료전지발전,전북  익산시  낭산면  용기리  1946,연료전지,19.96,2021-07-27,2023-08-31,
2272,박용상,엘에스일렉트릭,울산  남구  여천동  321,연료전지,4.58,2021-07-27,2023-02-28,
2273,정용호,에코에너파크,전남  영암군  삼호읍  난전리  1712-8(대불산단  내),연료전지,6.0,2021-07-27,2022-11-30,"용량변경(2.7MW전남도 허가에서),사업장소변경"
2274,정용호,에코에너파크,울산  남구  용연로  295-59(황성동  43),연료전지(LNG),9.0,2021-07-27,2022-11-30,용량변경(2.7MW울산시 허가에서)
2275,허용수 ,지에스에너지 ,충북  영동군  용산면  한곡 리  영동산업단지  BL  13-1,연료전지 ,15.0 ,2021-07-27 ,2022-06-30 ,양수인가 
2276,김학봉,케이제이그린에너지,경북  구미시  산동면  국가5산업단지(하이테크밸리)  내,연료전지,19.8,2021-07-27,2021-12-31,"용량변경,주식취득"
2277,최재영,하장 3 풍력 발전,강원도  삼척시  하장면  판문리  산42,풍력,19.6,2021-07-27,2025-06-30,"용량추가,공급전압추가"
2278,,해도리태양광발전소,전남  영암군  서호면  엄길리  1345,태양광(수상),19.944,2021-07-28,2024-07-31,사업준비기간연장
2279,,삼수풍력발전,강원도  태백시  창죽동  산1-172번지,풍력,21,2021-08-02,2021-06-30,대표자변경
2280,손승우,봉이,강원도  양양군  서면  미천리  산5번지  일원,풍력,39,2021-08-11,2023-08-31,사업준비기간연장
2281,김성훈,횡계신재생발전,"강원도평창군대관령면횡계리산178,188-1,188-10,188-11,1-134",풍력,39,2021-08-11,2023-08-31,사업준비기간연장
2282,김기환,영덕제2풍력발전,경북  영덕군  달산면  매일리  산131번지  일원,풍력,93.15,2021-08-11,2023-03-31,"대표자,상호,소재지변경"
2283,안종욱,호랑에너지,인천시  서구  백범로  934번길  23,연료전지,9.6,2021-08-26,2023-08-31,사업준비기간연장
2284,오대환,호랑에너지,인천시  서구  백범로  934번길  23,연료전지,9.6,2021-08-26,2023-10-31,사업준비기간연장
2285,장진출,청암에너지,경북  의성군  의성읍  철파리  산58-1일원(21필지),태양광,40.0,2021-08-31,2024-08-31,사업준비기간연장
2286,김상호,지에스피광주그린에너지,"광주시  광산구  연산동 292-1번지  일원(평동3차   일반산업단지  산업7-6,  7, 10,  11블록)",연료전지,60.0,2021-07-05,2022-12-31,"상호변경,  대표자변경"
2287,김학번,고성그린파워,경남  고성군  하이면  덕호리  일원,석탄(유연탄 ) 화 력(S/T),2080.0,2021-07-07,2022-04-30,사업준비기간  연장
2288,조준수,아산성내클린에너지,"충남  아산시  영인면  성내리  174-2,  175",연료전지(NG),19.8,2021-07-09,2023-10-31,사업준비기간연장
2289,정기섭 ,포스코에너지 ,전남신안군자은도서측공유수면해상(①위도:34°53′25.90″/경도:125°54′32.57″②위도:34°53′28.72″/경도:125°56′24.00″③위도:34°50′51.25″/경도:125°56′29.84″④위도:34°49′22.18″/경도:125°55′51.47″⑤위도:34°49′16.00″/경 도:125°51′49.27″),신재생(해상풍력) ,300.0 nan,2021-08-24 ,2023-09-30 ,사업준비기간연장 
2290,"박정규, 김근필",삼수풍력발전,강원도  태백시  창죽동  산1-172번지,풍력,21.0,2021-09-08,2021-06-30,"대표자변경,  본점소재지변경"
2291,이슬기,케이에스피1호,전남  신안군  안좌면  한운리  산  223-1  일원,태양광(폐염전),14.74,2021-09-09,2024-04-30,사업준비기간연장
2292,윤장혁,호림풍력발전,경북  경주시  강동면  왕신리  산47-1,풍력,4.2,2021-09-09,2022-12-31,사업준비기간연장
2293,황의정,가목윈드캠퍼스,경북  포항시  북구  청하면 명안리  산24번지  외7필지,풍력,33.0,2021-09-13,2025-01-31,
2294,김기동,피데스연료전지,"충북  음성군  음성읍  한벌리  산52,  산54-1",연료전지,19.8,2021-09-13,2024-05-31,
2295,차태병 ,전남2해상풍력 ,"전남신안군자은도북서쪽공유수면(34°59'33.78""N125°47'4.12""E34°59'41.31""N125°50'45.24""E34°58'36.36""N125°46'3.90""E34°58'47.02""N125°51'49.90""E34°57'26.98""N125°45'43.32""E34°57'38.91""N125°52'16.20""E34°56'20.01"" N125°45'59.22""E34°56'31.16""N125°52'6.07""E34°55'21.34""N125°46'52.14""E34°55'29.01""N125°51'18.00""E)",풍력(해상) ,399.0 nan,2021-09-13 ,2026-12-31 ,양수인가 
2296,차태병 ,전남3해상풍력 ,전남  신안군  자은도  서쪽 공유수면(34°54’34.74”  N 125°44’42.30”  E 34°54’44.68”    N 125°50’10.96”  E 34°53’31.14”  N 125°44’14.62”  E 34°53’42.95”  N 125°50’43.14”    E 34°52’26.16”  N 125°44’21.74”  E 34°52’38.96”  N 125°50’43.10”  E 34°51’30.73”    N 125°44’59.45”  E 34°52’40.81”  N 125°50’10.52”  E 34°52’43.91”  N 125°46’08.56”    E 34°50’50.49”  N 125°49’06.64”  E),풍력(해상) ,399.0 nan,2021-09-13 ,2026-12-31 ,양수인가 
2297,김영문,한국동서발전,"울산광역시  울주군  삼남읍 상천리  427-130,  427-474, 427-527,  427-174, 427-251,    427-478",연료전지(LNG),8.0,2021-09-13,2023-06-30,
2298,김화준,영덕에코파워,경북  영덕군  영덕읍  매정리  1161번지  일원,연료전지(LNG),20.1,2021-09-13,2023-05-31,
2299,박형덕,한국서부발전,경남  거제시  연초면  오비리  산6-2번지,연료전지(LNG),9.6,2021-09-13,2023-01-31,
2300,정려안,동점그린에너지,강원도  태백시  동점동  동점산업단지  블록  3-6(동점산업단지내),연료전지(LNG),19.8,2021-09-13,2023-06-30,
2301,김명현,현대이앤에프,충남  서산시  대산읍  대죽리  640-6  현대오일뱅크  대산공장,LNG,290.0,2021-09-13,2025-4.30,
2302,허자홍 ,에이치플러스에코 ,전남  광양만권  경제자유구역  율촌제1산압단지  2블록 (2-4),"폐기물(생활 · 산 업 등)  가스화,  SRF",13.0 nan,2021-09-13 ,2024-12-31 ,법인합병 
2303,"정현철,정성원",빛고을운정태양광발전소,광주시  북구  운정동  627번지외  5필지,태양광,7.8,2021-09-13,2022-12-31,"용량변경,  사업준비기간연장"
2304,"정현철,정성원",빛고을운정태양광발전소,광주시  북구  운정동  627번지외  5필지,태양광,7.8,2021-09-13,2022-12-31,"용량변경,  사업준비기간연장"
2305,백정수,천지에너지,"전남  곡성군  죽곡면  신풍리  산5,  산1-1,  산1-3,  산69,  산21,  산22,  산23  봉정리  산152,    산153-1,  산166,  산185,  산186,  산189, 산195",풍력,60.0,2021-09-13,2023-12-31,주식취득
